Item_Weight,Item_MRP,Item_Outlet_Sales,Item_Fat_Content_Regular,Item_Type_Breads,Item_Type_Breakfast,Item_Type_Canned,Item_Type_Dairy,Item_Type_Frozen Foods,Item_Type_Fruits and Vegetables,Item_Type_Hard Drinks,Item_Type_Health and Hygiene,Item_Type_Household,Item_Type_Meat,Item_Type_Others,Item_Type_Seafood,Item_Type_Snack Foods,Item_Type_Soft Drinks,Item_Type_Starchy Foods,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
5.92,49.0692,38.44575399182594,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
18.75,99.0042,26.35202838492703,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9.395,88.3856,26.51574626519118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
13.35,149.3708,67.18723092969377,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
15.1,101.399,14.366558390929958,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19.2,196.21099999999998,24.274122023257608,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
19.0,226.172,56.29571919782178,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
14.15,124.2046,49.90082163652218,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20.85,88.1514,33.928869712974524,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8.63,186.0582,62.457363056728546,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
16.7,248.4776,80.24722798950752,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
7.895,104.5332,42.96041899237017,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7.72,77.9986,30.57422443824209,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
5.615,121.573,56.59061759691265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
7.05,224.9088,51.812214776054496,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14.35,109.2228,14.867602362183353,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
8.52,151.7682,49.39120569494128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7.645,44.0112,24.42451227762798,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
12.1,149.5734,47.19217096087019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
14.8,192.4846,71.82815743146973,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
20.75,153.6024,36.962434984724695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
10.8,238.6222,92.76205689828141,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
18.35,190.2872,19.44670666205463,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
13.5,58.6562,26.665978324449302,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
20.5,34.819,32.58758966232391,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
12.35,78.6328,31.68637562107727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8.895,39.1138,24.682119033826897,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
16.7,110.8886,59.64926822686092,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
16.2,155.8972,45.00403981866517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
7.26,118.115,43.17684564671208,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
6.65,126.7678,43.6751302230457,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13.35,218.9166,75.2371690057514,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17.35,99.8016,24.641623323149798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
10.5,39.6506,32.01040768250226,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5.46,187.424,56.29571919782178,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
18.25,197.3452,52.349143259465095,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8.185,47.7692,25.308093567078497,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7.5,122.2072,44.273188274620566,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12.65,230.601,45.467669832530454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
14.3,77.2328,15.221642486932874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
17.85,128.002,15.906099459012571,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6.425,130.5626,11.452624153441866,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6.825,153.4998,46.40255596408456,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
12.1,205.3638,73.37342025556666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
20.25,245.546,41.52616042930047,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
19.2,243.0196,60.12731492425053,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
17.7,166.8474,12.978728751306885,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9.695,175.437,54.76704300945962,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
17.0,259.3278,64.53870776518538,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7.75,95.6436,33.68268397856679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
15.0,159.6578,53.7423520140308,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
19.75,179.86599999999999,51.927738252305964,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5.325,55.5298,7.3436911699771255,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9.035,115.4518,10.670135894167421,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9.195,152.3682,47.82282927640313,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
7.67,185.1924,23.564320486701924,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.71,66.6142,33.47448879370677,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
14.35,79.296,26.815368727653176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
15.2,47.8034,20.914841620246616,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5.82,256.633,45.284257750348516,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5.59,61.9168,34.84851790248762,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
18.5,148.0418,45.38705982986781,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6.13,133.1626,60.60159073819762,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
14.0,153.5656,55.581579682481134,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7.605,165.021,28.558798994355488,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20.0,61.1536,7.826467913433237,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9.6,107.12799999999999,35.753824970204235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
17.7,103.8674,39.08978127337118,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
15.7,43.376999999999995,11.394340700540774,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
13.65,55.093,36.07823443573701,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
14.6,110.1254,42.952669300056314,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
15.6,220.1798,71.19505179434874,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
20.25,217.5482,33.09442551246357,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
8.02,151.9998,17.538517611246398,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
18.35,93.8462,35.99509411017007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
16.6,118.8124,51.0614610053414,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10.0,228.6668,58.78351809818803,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
16.1,179.4318,48.4315331163489,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13.0,196.2426,14.062097994253916,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16.1,126.5362,41.97269112172818,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
19.0,105.5622,43.652257673572855,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17.6,163.5552,55.55761693953404,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
6.32,39.1822,32.56715216287724,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
9.3,153.1314,68.21980650808092,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
11.1,175.0712,57.7897291912672,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
14.3,151.2682,49.39120569494128,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
6.15,99.4384,37.142127025791076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
20.85,223.9746,29.95827765409754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
17.1,141.4838,37.48116860504752,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13.15,86.3856,24.803209469744033,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
16.5,95.7068,32.6997675832719,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
11.65,185.924,64.04161147254182,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
13.15,160.292,69.23698433640796,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19.35,113.9518,33.74193236908639,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
19.35,122.2098,52.6471784619081,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
16.5,101.4332,44.137634734996844,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
21.35,258.5278,72.15646887147402,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
16.0,57.5246,13.182329081008408,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
20.5,34.919000000000004,8.557920308112246,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
19.75,180.46599999999998,58.442741208810524,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
17.6,179.1976,61.66887059124725,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
4.615,234.33,62.94052748428472,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5.88,154.1998,37.20481420461605,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
11.8,126.0704,35.37942905135695,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
17.35,101.9016,42.680543576669685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
12.35,196.9426,71.70291207475468,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
14.0,111.0228,56.614143109297345,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9.0,214.1534,41.47803274023492,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
6.235,263.291,58.47121514044325,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9.6,244.817,66.13853642166569,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
16.75,156.16299999999998,27.96989452965456,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
17.1,141.3838,41.058563053277936,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6.825,154.5998,12.401604734872016,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6.78,92.212,64.04161147254182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
16.0,181.9634,58.76652618625675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
15.0,105.9938,34.33848860972189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
7.39,251.3066,31.68637562107727,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
17.6,42.5454,20.480576163770394,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12.65,239.6538,62.01339210202906,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17.85,127.102,44.98924315878186,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
11.15,150.4708,44.228049923097444,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
15.7,42.876999999999995,34.18302210162232,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
14.65,56.4614,7.433801181091677,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
15.0,55.0956,44.944823951151484,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
18.25,160.4894,55.44365247708704,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
20.7,98.7042,43.41520240653036,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
15.85,53.3956,36.94441771093435,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6.575,145.7444,56.50820117469676,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17.75,177.86599999999999,48.34209345901355,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
17.25,185.2924,19.24018710927729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11.6,143.5786,61.28983276204953,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10.195,44.9428,13.25787313259559,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16.7,181.2976,55.48566661760495,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
10.85,115.1808,45.92661973191582,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10.0,113.7544,56.95417105006445,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
13.65,37.9532,8.479764147663543,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
19.0,46.8718,13.75089815248444,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9.6,102.499,50.793454302695345,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
12.0,124.1388,38.54952139780726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5.925,43.8086,17.670885659751182,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
13.0,254.5014,69.60622529630521,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
8.18,58.5588,13.10634960620233,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
12.8,96.541,42.828483512727836,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
19.2,89.7488,45.63575790977948,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
14.5,159.4262,52.0110122954745,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5.19,196.81099999999998,61.08853411238479,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
13.3,61.0536,39.907312613103876,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
19.6,88.8514,46.10025596458224,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
17.75,248.275,31.60221511223541,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
12.35,119.1124,60.61257625278767,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
14.35,109.8228,45.82502809600884,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
6.365,63.2536,35.00102855631531,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
15.85,143.9102,55.33546963747575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
16.5,184.7924,66.64996324080006,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
14.75,238.6906,65.40971487477988,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
12.15,211.9928,25.12326411913866,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6.59,121.5098,24.546873528007595,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
12.6,255.6356,52.89320939402335,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18.75,149.8734,21.104980454859465,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.7,83.9908,48.46588903548557,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
19.7,47.7402,44.44579395173406,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
14.6,59.2588,37.07035473258922,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7.325,92.7146,44.79644182298411,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
18.85,175.83700000000002,18.78494077712251,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.1,130.531,30.146591847172377,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17.35,164.12099999999998,77.68833245732591,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8.51,172.9422,37.142127025791076,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
20.35,170.2106,13.080925043742129,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.35,257.2672,45.22540878753889,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
17.85,96.9094,36.5093357923696,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
18.25,258.4962,53.37563301732355,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
17.6,160.49200000000002,35.753824970204235,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
10.895,106.428,38.618544768025636,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11.85,99.6726,13.990897040576062,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11.0,35.919000000000004,24.20545393088095,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
14.1,88.6198,33.672799111448995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
15.15,131.7284,34.444964798936866,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
17.25,91.61200000000001,9.654636192006409,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17.6,237.05900000000003,53.25699953996658,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
14.6,179.6976,60.182655308651846,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10.1,76.467,41.964759024686416,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
10.5,119.2098,36.4088972642677,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
12.6,186.9556,62.792257484502024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
18.7,153.6682,59.21797531155553,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5.985,127.1678,59.67158787898978,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
12.1,221.4114,71.40981865261946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13.0,196.0426,50.70161535888181,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19.2,181.695,50.62933932020049,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5.78,146.3102,46.76700760151327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
7.17,130.9968,48.46588903548557,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
20.85,88.1514,41.018003364376476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18.75,215.7218,65.37917099505009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7.5,123.4072,56.437462735314384,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
10.395,230.5352,67.68089833919169,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
12.8,223.5404,42.43021564875672,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
11.65,170.4422,22.74481479370628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
20.2,258.0646,75.29024638025831,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
11.35,103.0016,46.10025596458224,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
8.71,186.5924,23.564320486701924,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8.31,177.3028,44.137634734996844,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
19.0,188.8214,13.72666747612107,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7.5,121.7072,19.170852876176376,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
6.525,84.6882,24.519734908844345,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
17.5,122.0098,19.013926475086624,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.7,77.0354,48.29386503480541,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
6.985,182.8608,63.58252590138268,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
11.3,192.2478,36.8270905720232,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
6.115,189.053,30.802029153937244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9.5,194.2452,27.981794081152124,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
15.7,134.2942,34.531837483690325,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
16.0,143.2154,41.25269445745332,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13.1,198.7768,56.1536178709796,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7.72,39.0164,32.2899798699225,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
16.85,90.6488,25.176210993713887,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
16.7,107.62799999999999,14.596437921630057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14.85,157.563,17.689714525678475,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
18.2,197.21099999999998,56.05868353787841,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
11.0,119.1756,41.188085655927246,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
21.1,64.9168,25.281772089788326,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
15.2,110.7912,10.449459316156027,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9.695,37.7506,28.230526031230802,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
9.06,213.25599999999997,68.46336246489797,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
11.5,191.253,55.10034482650721,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
11.15,66.8142,48.71253637412037,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
13.5,57.2562,27.754830210253495,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
15.1,221.8456,25.751442678032625,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8.3,98.2384,46.56012027475874,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14.15,196.41099999999997,52.43809683808138,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20.7,107.3912,55.29334137127182,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
8.365,190.1188,43.63700264683632,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11.85,53.0666,22.642128875174258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
